date, pm25, pm10, o3, no2, so2, co,country
2019/12/29, 145, 76, , , , ,heze
2019/7/1, 79, 69, 97, 16, 7, ,heze
2019/7/2, 97, 69, 112, 13, 6, ,heze
2019/7/3, 102, 75, 100, 13, 7, ,heze
2019/7/4, 111, 67, 89, 10, 5, ,heze
2019/7/5, 104, 55, 67, 8, 4, ,heze
2019/7/6, 66, 41, 67, 9, 6, ,heze
2019/7/7, 62, 59, 66, 11, 6, ,heze
2019/7/8, 113, 73, 74, 19, 7, ,heze
2019/7/9, 116, 71, 72, 13, 7, ,heze
2019/7/10, 134, 72, 86, 13, 6, ,heze
2019/7/11, 146, 66, 71, 13, 4, ,heze
2019/7/12, 111, 50, 82, 10, 5, ,heze
2019/7/13, 85, 56, 88, 12, 4, ,heze
2019/7/14, 83, 61, 99, 11, 4, ,heze
2019/7/15, 95, 76, 106, 16, 8, ,heze
2019/7/16, 132, 73, 77, 10, 8, ,heze
2019/7/17, 137, 64, 94, 12, 7, ,heze
2019/7/18, 117, 64, 63, 12, 7, ,heze
2019/7/19, 89, 58, 65, 10, 5, ,heze
2019/7/20, 89, 82, 103, 12, 5, ,heze
2019/7/21, 151, 68, 85, 9, 4, ,heze
2019/7/22, 105, 59, 86, 8, 4, ,heze
2019/7/23, 99, 62, 114, 10, 4, ,heze
2019/7/24, 100, 55, 81, 10, 4, ,heze
2019/7/25, 89, 53, 81, 9, 4, ,heze
2019/7/26, 86, 29, 48, 6, 4, ,heze
2019/7/27, 43, 33, 67, 6, 3, ,heze
2019/7/28, 65, 53, 57, 7, 3, ,heze
2019/7/29, 78, 21, 49, 6, 3, ,heze
2019/7/30, 45, 31, 42, 6, 4, ,heze
2019/7/31, 45, 38, 43, 12, 4, ,heze
2019/8/1, 62, 35, 43, 13, 4, ,heze
2019/8/2, 80, 52, 56, 8, 4, ,heze
2019/8/3, 111, 56, 38, 10, 4, ,heze
2019/8/4, 102, 45, 45, 8, 4, ,heze
2019/8/5, 68, 53, 49, 11, 4, ,heze
2019/8/6, 91, 26, 41, 10, 3, ,heze
2019/8/7, 65, 54, 56, 13, 4, ,heze
2019/8/8, 113, 65, 40, 14, 5, ,heze
2019/8/9, 108, 35, 47, 7, 4, ,heze
2019/8/10, 64, 20, 27, 4, 3, ,heze
2019/8/11, 49, 16, 40, 4, 3, ,heze
2019/8/12, 43, 26, 43, 6, 6, ,heze
2019/8/13, 47, 49, 57, 13, 6, ,heze
2019/8/14, 73, 52, 77, 11, 8, ,heze
2019/8/15, 87, 60, 72, 8, 6, ,heze
2019/8/16, 95, 50, 76, 15, 9, ,heze
2019/8/17, 63, 79, 102, 25, 18, ,heze
2019/8/18, 97, 66, 95, 14, 8, ,heze
2019/8/19, 96, 53, 66, 12, 6, ,heze
2019/8/20, 72, 49, 64, 14, 5, ,heze
2019/8/21, 100, 64, 89, 14, 7, ,heze
2019/8/22, 119, 71, 85, 19, 12, ,heze
2019/8/23, 113, 92, 117, 21, 11, ,heze
2019/8/24, 153, 85, 93, 18, 10, ,heze
2019/8/25, 151, 66, 57, 11, 8, ,heze
2019/8/26, 118, 70, 45, 12, 9, ,heze
2019/8/27, 139, 66, 73, 14, 7, ,heze
2019/8/28, 110, 61, 49, 19, 8, ,heze
2019/8/29, 67, 69, 85, 20, 8, ,heze
2019/8/30, 79, 62, 77, 23, 12, ,heze
2019/8/31, 83, 69, 69, 19, 6, ,heze
2019/9/1, 90, 63, 61, 15, 4, ,heze
2019/9/2, 102, 72, 84, 18, 6, ,heze
2019/9/3, 127, 55, 85, 11, 5, ,heze
2019/9/4, 91, 63, 73, 14, 7, ,heze
2019/9/5, 103, 83, 116, 22, 7, ,heze
2019/9/6, 137, 78, 98, 15, 8, ,heze
2019/9/7, 138, 80, 105, 15, 10, ,heze
2019/9/8, 137, 103, 121, 26, 15, ,heze
2019/9/9, 160, 98, 50, 21, 14, ,heze
2019/9/10, 161, 44, 20, 12, 6, ,heze
2019/9/11, 67, 49, 20, 13, 4, ,heze
2019/9/12, 101, 56, 40, 10, 6, ,heze
2019/9/13, 116, 53, 44, 13, 12, ,heze
2019/9/14, 85, 34, 31, 13, 6, ,heze
2019/9/15, 66, 41, 63, 10, 4, ,heze
2019/9/16, 79, 72, 34, 16, 11, ,heze
2019/9/17, 136, 75, 87, 16, 9, ,heze
2019/9/18, 129, 84, 28, 29, 11, ,heze
2019/9/19, 103, 86, 41, 24, 8, ,heze
2019/9/20, 136, 88, 81, 18, 13, ,heze
2019/9/21, 137, 80, 82, 16, 10, ,heze
2019/9/22, 135, 90, 98, 26, 8, ,heze
2019/9/23, 141, 108, 94, 31, 10, ,heze
2019/9/24, 143, 96, 97, 31, 16, ,heze
2019/9/25, 145, 97, 98, 25, 14, ,heze
2019/9/26, 146, 73, 89, 11, 4, ,heze
2019/9/27, 103, 80, 95, 11, 4, ,heze
2019/9/28, 120, 78, 100, 11, 4, ,heze
2019/9/29, 117, 74, 85, 10, 4, ,heze
2019/9/30, 106, 68, 75, 10, 12, ,heze
2019/4/1, 138, 108, 63, 21, 14, ,heze
2019/4/2, 163, 109, 82, 22, 15, ,heze
2019/4/3, 167, 109, 102, 15, 9, ,heze
2019/4/4, 162, 109, 91, 16, 12, ,heze
2019/4/5, 167, 133, 45, 12, 7, ,heze
2019/4/6, 147, 122, 81, 16, 11, ,heze
2019/4/7, 146, 117, 30, 18, 12, ,heze
2019/4/8, 158, 48, 32, 13, 4, ,heze
2019/4/9, 95, 63, 50, 14, 5, ,heze
2019/4/10, 127, 85, 59, 19, 11, ,heze
2019/4/11, 155, 104, 47, 26, 8, ,heze
2019/4/12, 166, 80, 73, 16, 10, ,heze
2019/4/13, 152, 70, 52, 16, 6, ,heze
2019/4/14, 83, 80, 65, 18, 18, ,heze
2019/4/15, 118, 68, 61, 14, 6, ,heze
2019/4/16, 108, 91, 54, 11, 5, ,heze
2019/4/17, 106, 119, 69, 11, 9, ,heze
2019/4/18, 117, 85, 27, 17, 11, ,heze
2019/4/19, 97, 95, 76, 20, 12, ,heze
2019/4/20, 139, 96, 37, 16, 8, ,heze
2019/4/21, 164, 68, 28, 15, 8, ,heze
2019/4/22, 129, 51, 33, 11, 4, ,heze
2019/4/23, 110, 60, 54, 12, 5, ,heze
2019/4/24, 122, 47, 37, 8, 3, ,heze
2019/4/25, 79, 62, 45, 14, 6, ,heze
2019/4/26, 119, 66, 39, 20, 6, ,heze
2019/4/27, 123, 61, 58, 12, 7, ,heze
2019/4/28, 136, 62, 58, 11, 4, ,heze
2019/4/29, 141, 155, 46, 13, 6, ,heze
2019/4/30, 129, 90, 54, 26, 11, ,heze
2019/5/1, 98, 103, 77, 24, 10, ,heze
2019/5/2, 124, 88, 89, 15, 12, ,heze
2019/5/3, 120, 97, 50, 23, 14, ,heze
2019/5/4, 144, 138, 89, 25, 18, ,heze
2019/5/5, 154, 83, 53, 16, 8, ,heze
2019/5/6, 96, 92, 67, 22, 10, ,heze
2019/5/7, 133, 85, 51, 17, 7, ,heze
2019/5/8, 109, 82, 71, 19, 7, ,heze
2019/5/9, 120, 83, 85, 14, 8, ,heze
2019/5/10, 122, 74, 82, 23, 5, ,heze
2019/5/11, 106, 92, 86, 16, 9, ,heze
2019/5/12, 116, 106, 55, 11, 6, ,heze
2019/5/13, 108, 126, 75, 12, 7, ,heze
2019/5/14, 143, 95, 70, 15, 6, ,heze
2019/5/15, 152, 83, 52, 15, 5, ,heze
2019/5/16, 152, 74, 69, 10, 6, ,heze
2019/5/17, 126, 61, 41, 7, 5, ,heze
2019/5/18, 76, 99, 78, 12, 6, ,heze
2019/5/19, 99, 99, 58, 12, 6, ,heze
2019/5/20, 67, 89, 85, 16, 9, ,heze
2019/5/21, 106, 90, 95, 16, 8, ,heze
2019/5/22, 109, 96, 104, 13, 7, ,heze
2019/5/23, 105, 85, 79, 13, 9, ,heze
2019/5/24, 103, 82, 74, 11, 7, ,heze
2019/5/25, 118, 61, 62, 10, 4, ,heze
2019/5/26, 112, 106, 51, 10, 5, ,heze
2019/5/27, 64, 68, 57, 18, 8, ,heze
2019/5/28, 84, 65, 73, 14, 6, ,heze
2019/5/29, 77, 62, 81, 11, 5, ,heze
2019/5/30, 86, 66, 96, 13, 6, ,heze
2019/5/31, 108, 63, 76, 9, 5, ,heze
2019/6/1, 77, 74, 87, 9, 5, ,heze
2019/6/2, 97, 81, 98, 10, 4, ,heze
2019/6/3, 110, 74, 84, 13, 4, ,heze
2019/6/4, 80, 96, 105, 13, 8, ,heze
2019/6/5, 122, 50, 72, 7, 5, ,heze
2019/6/6, 108, 74, 101, 11, 7, ,heze
2019/6/7, 137, 69, 92, 10, 7, ,heze
2019/6/8, 93, 84, 83, 12, 7, ,heze
2019/6/9, 92, 65, 89, 20, 10, ,heze
2019/6/10, 86, 80, 99, 17, 9, ,heze
2019/6/11, 96, 73, 90, 13, 7, ,heze
2019/6/12, 101, 73, 102, 9, 6, ,heze
2019/6/13, 100, 66, 103, 12, 7, ,heze
2019/6/14, 100, 71, 104, 13, 7, ,heze
2019/6/15, 91, 79, 110, 15, 8, ,heze
2019/6/16, 103, 86, 101, 13, 8, ,heze
2019/6/17, 111, 65, 102, 13, 5, ,heze
2019/6/18, 90, 65, 98, 11, 6, ,heze
2019/6/19, 95, 52, 58, 9, 6, ,heze
2019/6/20, 81, 64, 108, 13, 5, ,heze
2019/6/21, 98, 88, 103, 14, 7, ,heze
2019/6/22, 152, 90, 104, 21, 11, ,heze
2019/6/23, 126, 76, 95, 13, 9, ,heze
2019/6/24, 102, 73, 95, 10, 6, ,heze
2019/6/25, 109, 66, 92, 8, 4, ,heze
2019/6/26, 94, 60, 93, 9, 4, ,heze
2019/6/27, 82, 48, 44, 12, 4, ,heze
2019/6/28, 98, 62, 97, 9, 5, ,heze
2019/6/29, 104, 63, 68, 15, 7, ,heze
2019/6/30, 60, 70, 95, 21, 10, ,heze
2019/1/1, 200, 140, 41, 29, 11, ,heze
2019/1/2, 219, 133, 38, 25, 13, ,heze
2019/1/3, 214, 233, 17, 33, 11, ,heze
2019/1/4, 325, 133, 25, 30, 14, ,heze
2019/1/5, 197, 120, 29, 28, 12, ,heze
2019/1/6, 189, 163, 31, 30, 9, ,heze
2019/1/7, 265, 184, 20, 32, 13, ,heze
2019/1/8, 267, 79, 15, 25, 9, ,heze
2019/1/9, 125, 71, 35, 16, 4, ,heze
2019/1/10, 161, 90, 23, 15, 5, ,heze
2019/1/11, 182, 123, 18, 16, 7, ,heze
2019/1/12, 212, 122, 11, 19, 3, ,heze
2019/1/13, 205, 167, 13, 25, 4, ,heze
2019/1/14, 240, 146, 32, 15, 5, ,heze
2019/1/15, 123, 87, 31, 20, 7, ,heze
2019/1/16, 105, 131, 19, 28, 13, ,heze
2019/1/17, 172, 121, 30, 28, 17, ,heze
2019/1/18, 179, 142, 13, 32, 9, ,heze
2019/1/19, 220, 107, 28, 28, 13, ,heze
2019/1/20, 168, 109, 24, 26, 11, ,heze
2019/1/21, 154, 100, 24, 29, 10, ,heze
2019/1/22, 148, 115, 33, 33, 15, ,heze
2019/1/23, 175, 124, 42, 35, 13, ,heze
2019/1/24, 189, 122, 32, 23, 11, ,heze
2019/1/25, 171, 88, 32, 22, 13, ,heze
2019/1/26, 155, 93, 38, 18, 8, ,heze
2019/1/27, 162, 135, 31, 32, 11, ,heze
2019/1/28, 197, 160, 32, 24, 9, ,heze
