"¿œΩ√","º≠«≥ count"
2016-06-23,20
2016-06-24,22
2016-06-25,34
2016-06-26,41
2016-06-27,21
2016-06-28,32
2016-06-29,16
2016-06-30,24
2016-07-01,12
2016-07-02,31
2016-07-03,12
2016-07-04,0
2016-07-05,15
2016-07-06,28
2016-07-07,21
2016-07-08,26
2016-07-09,39
2016-07-10,37
2016-07-11,21
2016-07-12,29
2016-07-13,41
2016-07-14,21
2016-07-15,0
2016-07-16,0
2016-07-17,19
2016-07-18,33
2016-07-19,6
2016-07-20,2
2016-07-21,0
2016-07-22,11
2016-07-23,27
2016-07-24,32
2016-07-25,38
2016-07-26,23
2016-07-27,19
2016-07-28,26
2016-07-29,2
2016-07-30,30
2016-07-31,22
2016-08-01,17
2016-08-02,16
2016-08-03,15
2016-08-04,8
2016-08-05,18
2016-08-06,25
2016-08-07,38
2016-08-08,21
2016-08-09,11
2016-08-10,38
2016-08-11,38
2016-08-12,38
2016-08-13,36
2016-08-14,39
2016-08-15,34
2016-08-16,35
2016-08-17,21
2016-08-18,10
2016-08-19,5
2016-08-20,4
2016-08-21,13
2016-08-22,14
2016-08-23,15
2016-08-24,28
2016-08-25,21
2016-08-26,4
2016-08-27,0
2016-08-28,1
2016-08-29,23
2016-08-30,29
2016-08-31,8
2016-09-01,19
2016-09-02,1
2016-09-03,10
2016-09-04,4
2016-09-05,25
2016-09-06,30
2016-09-07,28
2016-09-08,8
2016-09-09,20
2016-09-10,9
2016-09-11,8
2016-09-12,2
2016-09-13,10
2016-09-14,22
2016-09-15,19
2016-09-16,23
2016-09-17,4
2016-09-18,0
2016-09-19,0
2016-09-20,0
2016-09-21,0
2016-09-22,10
2016-09-23,18
2016-09-24,13
2016-09-25,18
2016-09-26,3
2016-09-27,7
2016-09-28,25
2016-09-29,0
2016-09-30,12
2016-10-01,6
2016-10-02,0
2016-10-03,35
2016-10-04,3
2016-10-05,14
2016-10-06,37
2016-10-07,0
2016-10-08,30
2016-10-09,32
2016-10-10,19
2016-10-11,20
2016-10-12,37
2016-10-13,24
2016-10-14,17
2016-10-15,5
2016-10-16,0
2016-10-17,20
2016-10-18,14
2016-10-19,16
2016-10-20,4
2016-10-21,0
2016-10-22,10
2016-10-23,0
2016-10-24,1
2016-10-25,13
2016-10-26,22
2016-10-27,3
2016-10-28,21
2016-10-29,37
2016-10-30,33
2016-10-31,26
2016-11-01,39
2016-11-02,19
2016-11-03,16
2016-11-04,8
2016-11-05,14
2016-11-06,0
2016-11-07,13
2016-11-08,39
2016-11-09,32
2016-11-10,0
2016-11-11,20
2016-11-12,11
2016-11-13,3
2016-11-14,19
2016-11-15,37
2016-11-16,25
2016-11-17,11
2016-11-18,0
2016-11-19,18
2016-11-20,40
2016-11-21,16
2016-11-22,45
2016-11-23,44
2016-11-24,39
2016-11-25,18
2016-11-26,0
2016-11-27,14
2016-11-28,41
2016-11-29,22
2016-11-30,13
2016-12-01,34
2016-12-02,30
2016-12-03,16
2016-12-04,5
2016-12-05,20
2016-12-06,41
2016-12-07,15
2016-12-08,12
2016-12-09,30
2016-12-10,27
2016-12-11,17
2016-12-12,2
2016-12-13,24
2016-12-14,46
2016-12-15,41
2016-12-16,36
2016-12-17,3
2016-12-18,0
2016-12-19,0
2016-12-20,13
2016-12-21,0
2016-12-22,21
2016-12-23,39
2016-12-24,15
2016-12-25,4
2016-12-26,15
2016-12-27,43
2016-12-28,30
2016-12-29,40
2016-12-30,11
2016-12-31,1
